id,Dotted Eighth,Dotted Half,Dotted Quarter,Dotted Sixteenth,Eighth,Half,Quarter,Sixteenth,Sixty Fourth,Thirty Second,Tied Quarter-Sixteenth,Tied Quarter-Thirty Second,Triplet,Triplet Sixteenth,Triplet Sixty Fourth,Triplet Thirty Second,Whole
1919,6.0,13.0,54.0,4.0,1243.0,106.0,775.0,2682.0,0.0,10.0,2.0,0.0,0.0,388.0,0.0,200.0,5.0
1922,78.0,16.0,45.0,9.0,717.0,39.0,258.0,428.0,0.0,104.0,1.0,0.0,0.0,0.0,1.0,23.0,0.0
1923,6.0,13.0,56.0,5.0,1249.0,106.0,786.0,2678.0,0.0,10.0,2.0,0.0,0.0,386.0,0.0,195.0,5.0
1931,29.0,3.0,70.0,59.0,293.0,59.0,41.0,1048.0,100.0,36.0,5.0,0.0,66.0,234.0,240.0,102.0,3.0
1932,278.0,57.0,76.0,725.0,270.0,115.0,416.0,373.0,0.0,0.0,26.0,0.0,573.0,141.0,0.0,0.0,12.0
1933,279.0,26.0,29.0,459.0,319.0,137.0,194.0,1006.0,0.0,41.0,5.0,2.0,1440.0,1142.0,0.0,1.0,12.0
2075,342.0,66.0,39.0,5.0,706.0,200.0,103.0,1962.0,6.0,680.0,67.0,0.0,2.0,6.0,0.0,0.0,6.0
2076,51.0,13.0,9.0,26.0,111.0,27.0,26.0,246.0,28.0,20.0,5.0,0.0,417.0,178.0,0.0,3.0,14.0
2077,269.0,46.0,20.0,29.0,545.0,103.0,262.0,449.0,0.0,150.0,12.0,0.0,250.0,205.0,0.0,0.0,25.0
2078,276.0,84.0,29.0,0.0,777.0,187.0,156.0,1683.0,0.0,424.0,17.0,0.0,8.0,46.0,0.0,0.0,24.0
2079,78.0,26.0,62.0,0.0,341.0,21.0,56.0,526.0,176.0,327.0,47.0,0.0,1.0,18.0,0.0,0.0,8.0
2080,152.0,13.0,41.0,1.0,394.0,96.0,68.0,2131.0,0.0,40.0,10.0,0.0,0.0,74.0,0.0,0.0,13.0
2081,338.0,56.0,44.0,1.0,737.0,171.0,197.0,1304.0,8.0,230.0,49.0,0.0,1.0,6.0,0.0,0.0,22.0
2082,70.0,30.0,4.0,18.0,760.0,14.0,17.0,752.0,246.0,105.0,25.0,0.0,0.0,46.0,0.0,71.0,0.0
2083,86.0,3.0,7.0,56.0,341.0,43.0,24.0,1946.0,0.0,684.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0
2104,93.0,21.0,12.0,0.0,654.0,399.0,955.0,100.0,0.0,60.0,0.0,0.0,614.0,23.0,0.0,0.0,52.0
2105,49.0,36.0,33.0,4.0,520.0,30.0,256.0,81.0,14.0,143.0,2.0,3.0,0.0,100.0,16.0,7.0,1.0
2106,48.0,29.0,6.0,3.0,1072.0,39.0,717.0,3.0,0.0,78.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2112,36.0,60.0,436.0,373.0,1525.0,800.0,1795.0,47.0,0.0,42.0,0.0,1.0,911.0,22.0,0.0,0.0,89.0
2113,967.0,2.0,135.0,1992.0,4.0,0.0,0.0,75.0,12.0,0.0,58.0,16.0,0.0,338.0,0.0,40.0,0.0
2114,606.0,8.0,178.0,1732.0,9.0,76.0,7.0,2112.0,12.0,0.0,310.0,0.0,14.0,16.0,12.0,176.0,0.0
2116,692.0,52.0,192.0,206.0,643.0,400.0,313.0,308.0,0.0,12.0,38.0,7.0,254.0,417.0,0.0,0.0,12.0
2117,102.0,8.0,67.0,83.0,195.0,8.0,47.0,227.0,0.0,124.0,33.0,9.0,1.0,137.0,0.0,2.0,3.0
2118,328.0,99.0,130.0,81.0,652.0,109.0,871.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
2119,431.0,55.0,298.0,0.0,1180.0,250.0,146.0,157.0,0.0,32.0,15.0,48.0,499.0,0.0,0.0,0.0,35.0
2127,26.0,864.0,45.0,203.0,407.0,744.0,2857.0,0.0,0.0,3.0,2.0,0.0,0.0,63.0,0.0,1.0,56.0
2131,0.0,55.0,24.0,21.0,2035.0,309.0,809.0,2318.0,0.0,135.0,0.0,0.0,241.0,430.0,6.0,18.0,48.0
2138,328.0,5.0,27.0,0.0,282.0,14.0,78.0,900.0,0.0,0.0,17.0,0.0,322.0,0.0,0.0,0.0,0.0
2140,353.0,36.0,249.0,30.0,2240.0,356.0,402.0,114.0,0.0,0.0,40.0,1.0,0.0,100.0,0.0,0.0,23.0
2147,668.0,55.0,63.0,23.0,1860.0,74.0,181.0,4559.0,0.0,76.0,162.0,0.0,0.0,2.0,0.0,0.0,13.0
2148,1569.0,95.0,220.0,45.0,2169.0,663.0,2066.0,2994.0,0.0,0.0,43.0,1.0,1068.0,337.0,0.0,0.0,87.0
2149,1207.0,111.0,747.0,54.0,2734.0,61.0,562.0,64.0,0.0,52.0,420.0,1.0,0.0,2116.0,0.0,0.0,27.0
2150,420.0,83.0,87.0,42.0,2747.0,92.0,547.0,786.0,0.0,699.0,228.0,1.0,2037.0,125.0,0.0,21.0,3.0
2151,1433.0,0.0,22.0,17.0,2255.0,10.0,165.0,3420.0,0.0,413.0,92.0,1.0,159.0,2535.0,0.0,10.0,13.0
2154,1306.0,265.0,341.0,2.0,2815.0,280.0,1373.0,555.0,0.0,20.0,87.0,0.0,1015.0,3.0,0.0,0.0,42.0
2155,975.0,0.0,0.0,134.0,820.0,7.0,8.0,1330.0,135.0,1244.0,73.0,2.0,0.0,1061.0,0.0,124.0,0.0
2156,426.0,56.0,148.0,0.0,2167.0,238.0,270.0,129.0,0.0,0.0,42.0,6.0,18.0,0.0,0.0,0.0,16.0
2157,638.0,12.0,81.0,94.0,2530.0,198.0,634.0,1623.0,0.0,310.0,23.0,0.0,498.0,212.0,0.0,0.0,16.0
2158,181.0,84.0,218.0,855.0,1268.0,58.0,656.0,36.0,0.0,0.0,70.0,160.0,235.0,0.0,0.0,0.0,49.0
2159,794.0,560.0,180.0,56.0,2758.0,270.0,441.0,0.0,0.0,1.0,742.0,304.0,7.0,0.0,1.0,1.0,245.0
2160,44.0,26.0,183.0,154.0,770.0,8.0,242.0,479.0,0.0,0.0,5.0,67.0,43.0,37.0,0.0,2.0,6.0
2161,899.0,173.0,365.0,3018.0,419.0,203.0,275.0,0.0,0.0,1.0,174.0,28.0,750.0,0.0,0.0,0.0,23.0
2166,514.0,75.0,188.0,2.0,1015.0,267.0,615.0,3033.0,0.0,1664.0,34.0,32.0,152.0,7.0,0.0,5.0,32.0
2167,119.0,159.0,39.0,0.0,2405.0,83.0,171.0,44.0,0.0,3.0,12.0,4.0,0.0,14.0,0.0,0.0,0.0
2168,148.0,113.0,259.0,69.0,1101.0,35.0,351.0,1328.0,0.0,2.0,136.0,0.0,4.0,41.0,0.0,0.0,33.0
2169,1516.0,408.0,398.0,0.0,2161.0,353.0,815.0,36.0,0.0,0.0,41.0,3.0,1863.0,58.0,0.0,0.0,37.0
2177,226.0,99.0,50.0,66.0,456.0,244.0,672.0,2020.0,0.0,1489.0,1.0,0.0,270.0,33.0,0.0,0.0,27.0
2178,88.0,14.0,14.0,0.0,190.0,15.0,92.0,812.0,664.0,2859.0,7.0,0.0,231.0,145.0,2.0,1.0,11.0
2179,139.0,25.0,43.0,11.0,491.0,89.0,169.0,57.0,1.0,1996.0,61.0,18.0,177.0,164.0,6.0,0.0,9.0
2180,240.0,85.0,35.0,6.0,227.0,182.0,281.0,5485.0,0.0,37.0,88.0,0.0,99.0,49.0,0.0,0.0,18.0
2186,0.0,0.0,5.0,0.0,248.0,1.0,4.0,1375.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,0.0,0.0,0.0,0.0,497.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,87.0,0.0,4.0,0.0,57.0,1.0,1.0,237.0,0.0,8.0,1.0,1.0,0.0,5.0,0.0,97.0,0.0
2195,3.0,0.0,16.0,0.0,279.0,18.0,40.0,1020.0,0.0,2.0,30.0,1.0,1.0,2.0,0.0,30.0,0.0
2196,0.0,0.0,7.0,12.0,174.0,0.0,54.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2198,0.0,41.0,1.0,0.0,107.0,135.0,398.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2200,2.0,1.0,11.0,0.0,273.0,16.0,75.0,349.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0
2201,8.0,3.0,2.0,0.0,113.0,9.0,27.0,167.0,0.0,191.0,5.0,0.0,4.0,0.0,0.0,183.0,2.0
2202,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1014.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,3.0,0.0,4.0,0.0,62.0,0.0,7.0,811.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,0.0,1.0,5.0,0.0,154.0,3.0,12.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,1.0,0.0,0.0,0.0,77.0,0.0,0.0,715.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,2.0,1.0,0.0,0.0,112.0,30.0,1.0,936.0,85.0,54.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0
2209,1.0,39.0,2.0,0.0,622.0,224.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2210,3.0,40.0,37.0,4.0,434.0,15.0,58.0,0.0,0.0,55.0,9.0,0.0,6.0,8.0,0.0,0.0,19.0
2211,7.0,8.0,38.0,1.0,213.0,17.0,183.0,798.0,0.0,25.0,37.0,0.0,0.0,1.0,0.0,14.0,7.0
2212,16.0,0.0,3.0,0.0,64.0,17.0,98.0,276.0,0.0,8.0,8.0,0.0,5.0,0.0,0.0,38.0,6.0
2213,9.0,0.0,1.0,26.0,305.0,5.0,23.0,375.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
2214,1.0,2.0,0.0,0.0,2.0,0.0,7.0,1045.0,17.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2215,52.0,0.0,3.0,4.0,250.0,12.0,41.0,292.0,18.0,56.0,3.0,2.0,3.0,8.0,0.0,1.0,2.0
2217,0.0,2.0,0.0,0.0,2.0,2.0,33.0,962.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,16.0,0.0,0.0,0.0,8.0,0.0,0.0,524.0,0.0,412.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,0.0,5.0,8.0,0.0,956.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,20.0,0.0,0.0,0.0,110.0,20.0,86.0,186.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,0.0,12.0,0.0,0.0,722.0,2.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,0.0,0.0,0.0,0.0,354.0,0.0,42.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,7.0,1.0,10.0,0.0,230.0,9.0,22.0,580.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,76.0,2.0
2225,3.0,21.0,10.0,0.0,139.0,154.0,176.0,805.0,2.0,51.0,19.0,0.0,1.0,1.0,0.0,10.0,9.0
2227,41.0,8.0,3.0,0.0,229.0,2.0,33.0,369.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,191.0,3.0
2228,4.0,1.0,6.0,0.0,166.0,10.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,1.0
2229,17.0,6.0,27.0,0.0,954.0,27.0,119.0,1176.0,0.0,10.0,24.0,0.0,1.0,5.0,0.0,40.0,2.0
2230,0.0,3.0,29.0,0.0,205.0,6.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2231,3.0,3.0,1.0,0.0,297.0,0.0,23.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,31.0,0.0,0.0,1.0,74.0,0.0,43.0,31.0,0.0,447.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0
2234,0.0,2.0,0.0,0.0,105.0,0.0,5.0,440.0,0.0,349.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
2237,10.0,2.0,13.0,0.0,235.0,21.0,62.0,467.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,48.0,4.0
2238,1.0,2.0,0.0,0.0,39.0,29.0,52.0,285.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0
2239,6.0,3.0,7.0,0.0,236.0,30.0,57.0,527.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,0.0,4.0,0.0,1.0,225.0,3.0,45.0,370.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,26.0,0.0
2241,0.0,0.0,0.0,13.0,107.0,4.0,24.0,110.0,87.0,157.0,0.0,3.0,1.0,1.0,100.0,0.0,0.0
2242,12.0,0.0,5.0,1.0,782.0,21.0,0.0,769.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,16.0,0.0,0.0,0.0,252.0,0.0,0.0,209.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2244,0.0,0.0,14.0,0.0,15.0,0.0,0.0,1594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,3.0,1.0,9.0,0.0,147.0,15.0,30.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2248,0.0,22.0,27.0,0.0,287.0,26.0,4.0,41.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2282,2.0,30.0,26.0,1.0,688.0,25.0,117.0,83.0,0.0,46.0,3.0,0.0,1.0,0.0,0.0,3.0,6.0
2283,0.0,10.0,10.0,0.0,1493.0,79.0,617.0,1.0,0.0,0.0,0.0,0.0,18.0,78.0,0.0,0.0,9.0
2284,11.0,0.0,0.0,1.0,262.0,5.0,6.0,590.0,16.0,73.0,10.0,0.0,0.0,0.0,4.0,4.0,6.0
2285,7.0,7.0,12.0,0.0,881.0,0.0,78.0,1983.0,0.0,116.0,2.0,0.0,0.0,12.0,0.0,6.0,0.0
2288,3.0,0.0,0.0,0.0,0.0,0.0,1.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,0.0,0.0,0.0,0.0,948.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,4.0,0.0,1.0,0.0,108.0,8.0,70.0,407.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0
2293,3.0,0.0,2.0,0.0,590.0,1.0,17.0,209.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,0.0,0.0,12.0,0.0,184.0,0.0,14.0,850.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,0.0,0.0,4.0,0.0,392.0,12.0,44.0,280.0,0.0,0.0,12.0,0.0,186.0,0.0,0.0,0.0,0.0
2296,82.0,8.0,15.0,0.0,30.0,15.0,106.0,142.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,0.0,18.0,6.0,0.0,357.0,12.0,315.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,0.0,4.0,0.0,0.0,954.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,5.0,14.0,56.0,0.0,55.0,293.0,10.0,211.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,74.0,5.0
2302,115.0,2.0,1.0,0.0,22.0,14.0,85.0,198.0,0.0,322.0,0.0,1.0,1.0,2.0,0.0,54.0,4.0
2303,10.0,0.0,1.0,2.0,125.0,4.0,10.0,530.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0
2304,0.0,25.0,44.0,0.0,583.0,41.0,86.0,2.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0
2305,3.0,0.0,0.0,1.0,128.0,4.0,1.0,463.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0
2307,2.0,6.0,13.0,0.0,458.0,27.0,88.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2308,6.0,4.0,22.0,0.0,109.0,9.0,21.0,376.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0
2310,103.0,4.0,0.0,0.0,0.0,0.0,2.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,679.0,43.0,77.0,235.0,665.0,267.0,658.0,2121.0,0.0,0.0,2.0,0.0,235.0,0.0,0.0,0.0,143.0
2314,1249.0,33.0,25.0,1.0,2881.0,254.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2315,106.0,18.0,82.0,15.0,480.0,420.0,375.0,729.0,76.0,1048.0,19.0,0.0,0.0,53.0,310.0,125.0,10.0
2318,777.0,52.0,46.0,2.0,2676.0,211.0,397.0,1698.0,6.0,174.0,135.0,0.0,328.0,967.0,0.0,42.0,62.0
2319,236.0,28.0,105.0,321.0,809.0,79.0,17.0,1083.0,0.0,48.0,66.0,1.0,0.0,722.0,0.0,154.0,6.0
2320,318.0,3.0,50.0,0.0,409.0,46.0,217.0,433.0,0.0,105.0,9.0,0.0,144.0,456.0,0.0,0.0,0.0
2322,162.0,162.0,470.0,2.0,3819.0,31.0,423.0,902.0,0.0,9.0,459.0,0.0,2.0,0.0,0.0,1.0,105.0
2325,162.0,162.0,470.0,2.0,3818.0,31.0,423.0,902.0,0.0,9.0,459.0,0.0,2.0,0.0,0.0,1.0,105.0
2330,86.0,60.0,24.0,402.0,1650.0,291.0,311.0,1544.0,8.0,18.0,23.0,9.0,805.0,610.0,3.0,35.0,168.0
2334,3.0,9.0,190.0,421.0,3197.0,50.0,319.0,1226.0,0.0,29.0,3.0,0.0,158.0,337.0,0.0,0.0,0.0
2335,162.0,13.0,39.0,55.0,458.0,112.0,862.0,705.0,0.0,69.0,0.0,0.0,492.0,37.0,0.0,99.0,12.0
2336,23.0,0.0,6.0,143.0,1571.0,72.0,181.0,1541.0,0.0,50.0,6.0,0.0,19.0,222.0,0.0,42.0,0.0
2341,162.0,13.0,39.0,55.0,458.0,112.0,862.0,703.0,0.0,69.0,0.0,0.0,492.0,37.0,0.0,100.0,12.0
2342,23.0,0.0,6.0,143.0,1571.0,72.0,181.0,1541.0,0.0,50.0,6.0,0.0,19.0,222.0,0.0,42.0,0.0
2343,749.0,26.0,0.0,0.0,0.0,118.0,92.0,16.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,63.0
2345,137.0,50.0,68.0,0.0,5375.0,164.0,488.0,82.0,0.0,1.0,8.0,1.0,108.0,3.0,0.0,0.0,22.0
2346,749.0,26.0,0.0,0.0,0.0,118.0,92.0,16.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,63.0
2348,137.0,50.0,68.0,0.0,5375.0,164.0,488.0,82.0,0.0,1.0,8.0,1.0,108.0,3.0,0.0,0.0,22.0
